"","V1","V2","V3","V4","V5","V6"
"1",9.13375524998333,8.23978165962379,8.814671822385,9.33250202419036,9.25058998313038,9.58627038208454
"2",5.10324329910874,6.31779952517924,6.22094375926008,5.7104707076351,6.49610102259745,6.64423819330391
"3",1.66081981038202,3.05036610247238,3.42755395129289,2.97474091803969,3.24213972041634,2.90587174701472
"4",16.7536146496406,20.1960224647187,19.7339833439783,20.0296643873256,19.5085235065296,19.1698891409992
"5",17.3061075444664,17.8099244404157,19.4347187048212,21.2054139596171,24.6980294843291,27.3701549068102
"6",12.2249505923725,17.8279224224878,18.3525686942668,19.4091190496648,25.4520802318232,28.7839223676126
"7",11.1266379843642,14.4674806400756,13.1821842251939,13.3706348811746,12.8266773497041,12.6658884093456
"8",13.010227021047,14.8581897054087,14.2856316999982,14.8833199930537,14.2601328877998,14.6148932994162
"9",9.35856008449962,10.8973503240092,11.4607572065728,9.97077901278636,10.4088158319233,9.83393176482901
"10",9.47627568129041,11.5808643216777,11.1854106354929,11.2066628030975,10.3263268608113,11.4932257127474
"11",6.63042183059505,11.797727074096,12.1951735419711,10.7374259105085,11.5045216086244,11.048668170774
"12",5.4252432855988,7.3622964264299,6.85032528973163,7.92992724909354,7.35517301017037,7.37245528887074
"13",0.170438453690884,0.887834936112096,1.26395311408462,1.32358737924398,1.37033152211145,1.39790516043493
"14",0.123725904895405,0.12564145789661,0.171262705861246,0.364320423896441,0.482020954454006,0.533280734908875
"15",0.602844470977518,0.652512056665584,0.660880335610862,0.697727513587861,0.803799781988259,0.86250888931785
"16",6.91288835093074,8.9900087768897,9.00894889830622,9.31135682026068,9.77407040320105,9.21858677792187
"17",3.12935651111693,6.82397076790718,8.45874580989327,7.42833406305476,8.65021098022298,9.04430396127309
"18",1.27324399758466,2.46006877746784,4.776567886584,5.28153423958354,6.23580298241237,6.78721421472956
"19",0.900910119533221,1.00648612690806,1.07474639210731,1.12402060873514,1.17239578525404,1.17897073077834
