"","V1","V2","V3","V4","V5","V6"
"1",0.399455440514888,0.215463823074792,-0.0638962329949825,-0.151829940668958,-0.223109826970496,-0.14724097508556
"2",0.723842054098255,-0.0590729914679633,-0.0652770407695934,0.142171716950676,-0.0822390024847031,-0.202839000740178
"3",0.834872950117063,0.110682195373083,-0.112631642202414,0.285945858832919,-0.0903244435011017,0.235769436312546
"4",0.702469786860596,-0.132299918108052,-0.108191113369745,0.126151141335668,0.288420583663233,-0.0612301860946266
"5",0.810115996348613,0.722583587290059,0.598290916364903,0.448334839606605,0.20265767354122,0.0347470703791479
"6",0.799313250231535,0.551091958271387,0.396901121159258,0.448148477664447,0.302223481989255,0.115429396234149
"7",0.773394067369581,-0.175734003415049,0.279640270468044,0.0926409542225843,0.188489202628581,0.336107169443231
"8",0.523969818069483,-0.00347076796773485,0.162588389673133,-0.0589528964139068,0.14698257191213,0.0306217062295779
"9",0.601188596740701,-0.101612641314392,-0.32236455366194,0.121815806084438,-0.00499871222162786,0.162307902895097
"10",0.4961159024203,-0.0474203846013482,0.0255134270044964,0.0457726723659838,0.325397621070392,0.0183951978264689
"11",0.850326713975317,0.101250854434115,-0.136077456194795,0.300857969662889,-0.00636654298094998,0.0969736825277905
"12",0.708359109989603,0.164315513062522,0.489364019034446,-0.0188730827563714,0.168904331279585,0.0984104083997518
"13",0.994102372464387,0.834724796280762,0.454512579005782,0.320090486952513,0.170427536052229,-0.0546152281741156
"14",0.98649994361836,0.978877503944839,0.958269688649969,0.771636203583857,0.518104477799226,0.335344185733014
"15",0.830082922670726,0.790302583450936,0.761218920874818,0.689850420580556,0.543532964924082,0.391274454673763
"16",0.680147169678161,0.230624329053785,0.378488035652002,0.283783743359652,0.0252106872833302,-0.0409797320148837
"17",0.953114418590832,0.636424859973709,0.32782605767171,0.520366515659881,0.314265500653101,0.224150771127833
"18",0.8534865903602,0.441625359098514,0.368898269118984,0.0173411175414573,0.182911472006011,0.0981499070743646
"19",0.781613650968027,0.831826951786248,0.522380660622243,0.172976311634294,-0.00291366963623044,0.0338157429371981
"20",0.892586662345102,0.284188170555793,0.505871595758969,0.324611218687395,0.032219668302164,0.0769932677944902
"21",0.894784480406226,0.45082182832017,0.0706682432008305,0.265205223678414,-0.186230935858563,-0.140049196496481
"22",0.944089840179389,0.618798618169798,0.196231733780194,-0.0818050848954345,-0.0645293544013899,-0.0990336473254355
"23",0.918138245598606,0.700853113732705,0.356566412565735,0.122801608469242,0.320035229724478,0.0861045707500334
"24",0.934864984943653,0.392647978042634,0.213221227975914,0.201492085929054,-0.187806940780898,-0.0196821163560366
"25",0.9914388633186,0.885740552051393,0.525922769828674,0.392940266176317,0.259910784379652,-0.109154981980265
"26",0.990157021134813,0.976955365988416,0.957237206253222,0.778422593686211,0.563503599958389,0.430579824047087
